PID,Premature_Responses,Anticipated_Responses,Correct_Count,Correct_Mean,Correct_Median,Correct_Variance,Correct_StdDev,Correct_Skewness,Correct_Kurtosis,Wrong_Count,Wrong_Mean,Wrong_Median,Wrong_Variance,Wrong_StdDev,Wrong_Skewness,Wrong_Kurtosis,mac_address,start_time
"TEST","4","0","78","457.25641025641","446.5","6495.49184149184","80.5946142213724","0.754558618199861","0.885683440644283","2","421.5","421.5","112.5","10.6066017177982","0.353553390593274","-2.75","C4-D9-87-86-6C-A8","02-Oct-18 11:44:04 AM"
